"id,""tema"",""subtema"",""texto_pregunta"",""opcion_a"",""opcion_b"",""opcion_c"",""opcion_d"",""opcion_e"",""alternativa_correcta"",""respuesta_correcta"",""tipo_origen"",""origen"",""imagen"",""notas""";;;;;
"229,""Psicología"",""Teorías del aprendizaje"",""La zona de desarrollo próximo es de:"",""Piaget"",""Vygotsky"",""Freud"",""Bandura"",""Maslow"",""b"",""Vygotsky"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Teoría sociocultural (Vygotsky, 1978).""";;;;;
"230,""Psicología"",""Trastornos psicológicos"",""¿Qué trastorno implica déficit de atención e hiperactividad?"",""TDAH"",""TOC"",""Esquizofrenia"",""Depresión"",""Autismo"",""a"",""TDAH"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""TDAH (DSM-5, 2022).""";;;;;
"231,""Filosofía"",""Filosofía moderna"",""¿Quién dijo 'Pienso, luego existo'?"",""Kant"",""Descartes"",""Nietzsche"",""Marx"",""Hume"",""b"",""Descartes"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Descartes en 'Discurso del método' (1637).""";;;;;
"232,""Filosofía"",""Ética"",""¿Quién propuso el utilitarismo?"",""Kant"",""Mill"",""Nietzsche"",""Hegel"",""Sartre"",""b"",""Mill"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""John Stuart Mill (Mill, 1861).""";;;;;
"233,""Filosofía"",""Corrientes filosóficas"",""¿Qué corriente niega conocimiento cierto?"",""Racionalismo"",""Empirismo"",""Escepticismo"",""Idealismo"",""Materialismo"",""c"",""Escepticismo"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Escepticismo (Sexto Empírico, 2020).""";;;;;
"234,""Filosofía"",""Método socrático"",""La mayéutica socrática es:"",""Enseñar con ejemplos"",""Partir de definiciones"",""Guiar con preguntas"",""Usar analogías"",""Criticar instituciones"",""c"",""Guiar con preguntas"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Método de preguntas (Platón, 2021).""";;;;;
"235,""Filosofía"",""Filosofía peruana"",""¿Qué filósofo peruano representó espiritualismo?"",""González Prada"",""Deústua"",""Haya de la Torre"",""Miró Quesada"",""Salazar Bondy"",""b"",""Deústua"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Alejandro Deústua (Sobrevilla, 2020).""";;;;;
"236,""Filosofía"",""Ética kantiana"",""La ética kantiana se basa en:"",""Consecuencias"",""Utilidad"",""Deber"",""Placer"",""Poder"",""c"",""Deber"",""GENERADO"",""SIMULACRO-03-05-2025-I"","""",""Imperativo categórico (Kant, 1785).""";;;;;
"237,""Lenguaje Audiovisual"",""Almacenamiento en la nube"",""Ofrece un espacio de almacenamiento gratuito en la nube donde se pueden guardar todo tipo de archivos y permite también el acceso a Office Web Apps."",""OneDrive"",""Drive"",""Carretas online"",""Onenote"",""Email"",""a"",""OneDrive"",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
"238,""Lenguaje Audiovisual"",""Tipos de comunicación"",""Si recibes un volante que te invita a participar en una gran manifestación, se produce una comunicación:"",""Indirecta, de difusión y lingüística"",""bidireccional, directa, no lingüística"",""lingüística, directa y de masas"",""intrapersonal, bidireccional y de la difusión"",""lingüística, bidireccional e intrapersonal"",""a"",""Indirecta, de difusión y lingüística"",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
"239,""Gramática y Ortografía"",""Relaciones semánticas"",""¿Qué relación existe entre las palabras resaltadas en cada oración? 1)El albañil sabía que la BASE de ese edificio no era sólida. 2)Carmen sabe que la BASE de nuestra relación es la confianza."",""homonímia"",""paronímia"",""sinonímia"",""antonímia"",""polisemia"",""e"",""polisemia"",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
"240,""Gramática y Ortografía"",""Oraciones subordinadas"",""Señale la oración subordinada adverbial temporal:"",""Ella escribe historias desde que era niña."",""Comprará un auto porque no quiero caminar."",""Para leer, necesito más tiempo, amigo."",""Hace años fue esa charla que recordaba."",""Déjalo donde te indicaron."",""a"",""Ella escribe historias desde que era niña."",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
"241,""Literatura"",""Métrica poética"",""Salve al pueblo que intrépido y fuerte...' En el anterior verso se pueden contar 10 sílabas métricas, gracias al uso de"",""la diéresis"",""la ley de acentos finales"",""la sinalefa"",""la dialefa"",""la sinéresis"",""c"",""la sinalefa"",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
"242,""Literatura"",""Literatura peruana"",""El conflicto entre el mundo andino y el occidental bajo la nostálgica mirada de un niño, se refleja en la obra ……… del autor ………."",""'Los ríos profundos' - José María Arguedas."",""'La Pewit y el guerrero' - José María Arguedas."",""'Agua' - José María Arguedas."",""'Canciones y cantos del gueño Keahwa' - José María Arguedas."",""'Los Escoleros' - José María Arguedas."",""a"",""'Los ríos profundos' - José María Arguedas."",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
"243,""Antonimia"",""Relaciones léxicas"",""PEREGRINO"",""contemporáneo"",""lugareño"",""habitante"",""advenedizo"",""colterráneo"",""b"",""lugareño"",""EXAMEN ADMISIÓN"",""ORDINARIO-27-04-2025-I"","""",""""";;;;;
